id,component,ai_response_id,label,error_category,notes,labeled_at,relabel_round,meeting_text,meeting_date,procedure_id,procedure_title,match_confidence,matched_alias,org_stub_name,org_candidate_name,org_country,org_category,org_fuzzy_score,source_table
,procedure,f0462c64-07d1-4114-8565-dfbd4f812b20,wrong,too_generic,"auto:Meeting concerns revision of public procurement rules and Utilities Directive, not this specific INI report.",2026-05-04T07:27:28.754067+00:00,0,Protection of European water industry companies. UIE provided insights on the sector and views on the upcoming revision of the European public procurement rules. They put a special focus on the concept of reciprocity as already included in the Utilities Directive.,2025-10-20,2024/2103(INI),Public procurement,0.9,,,,,,,commission
,procedure,9463cb2d-9b39-4772-9629-b948fea2406f,correct,,auto:Meeting explicitly mentions Green Claims Directive implementation.,2026-05-04T07:27:28.754067+00:00,0,"To discuss the topics related to circular economy, chemicals, implementation of Green Claims Directive,  CSR reporting and competitiveness",2023-11-17,2023/0085(COD),Substantiation and communication of explicit environmental claims (Green Claims Directive),0.9,,,,,,,commission
,procedure,8dbd80af-2708-4f0c-b41c-08493369a495,wrong,wrong_version,"auto:Title covers cars, vans and HDVs together, more likely the 2021 revision (2021/0197) not the 2007 original.",2026-05-04T07:27:28.754067+00:00,0,"CO2 emission performance standards for new passenger cars and vans, and heavy-duty vehicles respectively",2024-10-08,2007/0297(COD),Emission performance standards for new passenger cars,0.9,,,,,,,lobbying
,procedure,600307e5-bf2a-4d23-876e-62513fb0ee22,correct,,auto:Meeting on EU pharma legislation and ERA aligns with this proposal.,2026-05-04T07:27:28.754067+00:00,0,EU pharmaceutical legislation-and discuss specifications the Environmental Risk Assessment (ERA),2023-03-07,2023/0131(COD),Authorisation and supervision of medicinal products for human use and governing rules for the European Medicines Agency,0.9,,,,,,,commission
,procedure,41ca4172-55c7-4941-8177-e1751c399e58,wrong,unrelated_topic,"auto:Meeting is about simplification and Ardian's infrastructure/energy investments, not SFDR/PRIIPs disclosures.",2026-05-04T07:27:35.951570+00:00,0,"SIMPLIFICATION. Ardian’s representatives presented their company, which is active in the private equity and venture capital business in Europe. They are specialised in infrastructure investments, with a focus on energy, transport, digital and utilities. Ardian presented their main activities in the energy transitio",2025-09-06,2025/0361(COD),Sustainability-related disclosures in the financial services sector (SFDR) and key information documents for packaged retail and insurance-based investment products (PRIIPs),0.9,,,,,,,commission
,procedure,ed11a247-bbae-45dd-8abf-336267f90cda,uncertain,,auto:Meeting lists Clean Industrial Deal among many topics but it's unclear if it specifically discussed this resolution.,2026-05-04T07:27:35.951570+00:00,0,"Compétitivité, Clean Industrial Deal, sécurité économique, SAF, Défense, Transport, souvenaineté, droits de douane.
Visite conjointe avec le Commissaire Tzitzikostas et son cabinet.",2025-06-16,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,bccd85bf-07b2-491d-922a-f2e210889594,correct,,auto:Meeting explicitly discusses DMA implementation and review.,2026-05-04T07:27:35.951570+00:00,0,EU policies relevant to mobile content distribution. Netflix commented on the Digital Markets Act implementation and forthcoming review,2025-10-13,2020/0374(COD),Digital Markets Act,0.9,,,,,,,commission
,procedure,5ae172f8-6a23-4da9-bcd8-983a0441cf02,wrong,unrelated_topic,"auto:Meeting is about Russian fertilizer imports/trade, not the 1991 fertilizers regulation.",2026-05-04T07:27:35.951570+00:00,0,Meeting with Director of Grupa Azoty on imports of Russian fertilizers,2025-03-19,1991/0403(COD),Fertilizers,0.9,,,,,,,lobbying
,procedure,20dfbf71-fe13-44a5-922c-9c66d6c29957,correct,,auto:Meeting explicitly lists AI Act as a discussion topic.,2026-05-04T07:27:35.951570+00:00,0,"Upcoming digital omnibus. - AI Act
- Future of the ePrivacy Directive and cookies
- GDPR",2025-11-06,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,commission
,procedure,2b05c246-d90a-493d-b2dd-ea4056db3dc2,correct,,auto:Meeting explicitly discusses state of play of EMFA.,2026-05-04T07:27:35.951570+00:00,0,European Media Freedom Act European Democracy Shield. 1. Introductory meeting 2. Presentation of ARTE’s European Streaming Platform (ARTE+) 3. Discussion on the shared interest in protecting democracies and the Commissioner's ongoing work on this in the form of preparations of the European Democracy Shield. 4. Brief discussion of state of play of EMFA ,2025-07-09,2022/0277(COD),European Media Freedom Act,0.9,,,,,,,commission
,procedure,3b22283c-c970-4cdc-aa00-54c08448f179,correct,,auto:Meeting explicitly discusses the Energy Taxation Directive proposal.,2026-05-04T07:27:35.951570+00:00,0,"Online meeting with Joerg Meinke and Oliver Simonis who  presented Lufthansa and SN Brussels view over the Commission proposal on the ETS, ReFuelAviation and Energy Taxation Directive.",2021-11-29,2021/0213(CNS),Restructuring the Union framework for the taxation of energy products and electricity (recast),0.9,,,,,,,commission
,procedure,499e83c1-e42f-4e7e-816d-f60b4b29237b,correct,,auto:Meeting explicitly discusses Battery Regulation requirements.,2026-05-04T07:27:35.951570+00:00,0,Deployment of e-mobility across Europe. The following topics were discussed during the meeting: - the Battery Regulation and its requirements regarding cell reparability and the recycling fees application in cross-border cases; - potential harmonisation of technical requirements and EU-wide type-approval approach for (shared) e-bikes and ,2025-07-01,2020/0353(COD),"Regulation concerning batteries and waste batteries, repealing Directive 2006/66/EC and amending Regulation (EU) No 2019/1020",0.9,,,,,,,commission
,procedure,46ad1fdb-a291-4602-913a-40ac5037b2b7,correct,,auto:Meeting explicitly discusses SFDR revision.,2026-05-04T07:27:35.951570+00:00,0,SFDR revision and ESRS. Ardian discussed its position on the ongoing revision of SFDR and on the work on ESRS standards,2026-01-29,2025/0361(COD),Sustainability-related disclosures in the financial services sector (SFDR) and key information documents for packaged retail and insurance-based investment products (PRIIPs),0.9,,,,,,,commission
,procedure,7e2193aa-5157-4393-b430-4af89f19a988,wrong,too_generic,auto:Site visit about nature restoration via LIFE funding doesn't clearly discuss the specific Nature Restoration Regulation file.,2026-05-04T07:27:35.951570+00:00,0,Nature restoration. Visit to Natura2000 site where nature restoration is made possible through LIFE funding,2025-06-19,2022/0195(COD),Nature restoration,0.9,,,,,,,commission
,procedure,dcd149ff-d1c0-4394-877c-f0fe1b90e2b0,wrong,unrelated_topic,"auto:Meeting is about children's rights and inclusive education, not mental health specifically.",2026-05-04T07:27:42.930706+00:00,0,"The preservation of children’s rights on the agenda. - The preservation of the Intergroup on Children’s Rights in the EP was addressed.
- The group put forward the need to develop a flagship on inclusive education and expressed their willingness to work with the Commission to mainstream the European Care Strategy and the Strategy for the rights of per",2025-03-17,2023/2074(INI),Mental health,0.9,,,,,,,commission
,procedure,f76b669e-f04a-4df2-a043-337944077013,correct,,auto:Meeting explicitly discusses the Industrial Emissions Directive in context of environmental omnibus.,2026-05-04T07:27:42.930706+00:00,0,"Environmental omnibus. EEB referred to their reply to the Commission’s call for evidence on the environmental omnibus. They expressed support for implementation of existing laws, not deregulation. EEB expressed their views on potential changes to the Industrial Emissions Directive. EEB expressed concern about any watering",2025-11-25,2022/0104(COD),Industrial Emissions Directive,0.9,,,,,,,commission
,procedure,256e8805-7624-49e2-a7ae-16f35e56698c,correct,,auto:Meeting is directly about the European Health Data Space.,2026-05-04T07:27:42.930706+00:00,0,VTC meeting - European Health Data Space – EPF Congress 2022,2022-05-25,2022/0140(COD),European Health Data Space,0.9,,,,,,,commission
,procedure,66a74d8d-36c5-4baa-a752-d87f873fa9bc,uncertain,,auto:Meeting on AI and tech sovereignty broadly aligns with the INI on technological sovereignty but is too vague to confirm.,2026-05-04T07:27:42.930706+00:00,0,"EU agenda on AI and tech sovereignty. Exchange on how to strengthen EU competitiveness on AI, and on EU digital rules.",2025-02-10,2025/2007(INI),European technological sovereignty and digital infrastructure,0.9,,,,,,,commission
,procedure,59afbaa1-9ab4-4e8a-ae3c-ab20d803d858,correct,,auto:Meeting explicitly mentions FiDA (Financial Data Access framework).,2026-05-04T07:27:42.930706+00:00,0,"Overview of the fintech landscape in France and presentation of France Fintech. - SIU
- Access to finance, venture capital
- FiDA
- Payments, PSD3/PSR Conclusions:",2025-06-23,2023/0205(COD),Framework for Financial Data Access,0.9,,,,,,,commission
,procedure,89f0a348-bf50-4855-9fc8-b2871e18cf42,correct,,auto:Meeting explicitly discusses CBAM in context of steel industry protection.,2026-05-04T07:27:42.930706+00:00,0,"Industry Prosperity. Safeguard measure for steel, currently running to 2026, must be continued. Mittal is committed to continue investment and production in Europe, but needs a clear signal that steel industry receives the support measures it needs to protect it from unfair competition and overcapacities. CBAM can work ",2025-01-22,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,commission
,procedure,657691b0-5177-4106-a4cb-b0674f7ac67a,correct,,auto:Meeting explicitly discusses the AI Act.,2026-05-04T07:27:42.930706+00:00,0,"consumers’ protection, data protection, hate speech online, 
AI Act and AI Liability.",2023-03-06,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,commission
,procedure,12a8d179-303c-40dc-8f4a-726d1301be8c,correct,,auto:Meeting is directly about the Data Act.,2026-05-04T07:27:42.930706+00:00,0,Data Act ; in-vehicle data,2022-06-16,2022/0047(COD),Data Act,0.9,,,,,,,commission
,procedure,344c8f41-5d7c-4c44-af25-32ecc2acb5c3,correct,,auto:Meeting explicitly discusses CBAM suspension proposal.,2026-05-04T07:27:42.930706+00:00,0,"Meeting on fertilisers. - AGPB outlined the situation for farmers in France, highlighting uncertainty for spring crops due to fertiliser affordability and availability constraints, and called for further amendments to the Commission proposal of 16 December to allow for an urgent CBAM suspension, and possible use of Article",2026-01-20,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,commission
,procedure,0fd2d2b8-b8c6-4cc3-a8fb-3f844f008647,wrong,wrong_version,"auto:Basel III implementation in 2020 likely refers to the earlier CRR proposal, not the 2021 procedure (though related, timing predates this file's introduction).",2026-05-04T07:27:42.930706+00:00,0,Discussion Implementation Basel III Europe,2020-11-20,2021/0342(COD),Capital Requirements Regulation,0.9,,,,,,,commission
,procedure,4b3df755-0ce2-4cac-83b2-17ed6408080d,correct,,auto:Meeting explicitly discusses the PPWR proposal which matches the procedure.,2026-05-04T07:27:51.379105+00:00,0,Draft proposal of a Regulation on Packaging and Packaging Waste (PPWR),2022-11-22,2022/0396(COD),Packaging and packaging waste,0.9,,,,,,,commission
,procedure,3c66666a-9006-466c-a29a-5bc9ef71573b,correct,,auto:Meeting agenda includes '28th Regime' which directly corresponds to the procedure.,2026-05-04T07:27:51.379105+00:00,0,"•	SIU
•	28th Regime
•	SIA",2025-09-25,2025/2079(INL),The 28th Regime: a new legal framework for innovative companies,0.9,,,,,,,commission
,procedure,d499208b-4933-49bb-943a-3198c81ced11,uncertain,,"auto:Meeting mentions the upcoming Clean Industrial Deal but is broadly about competitiveness, not clearly about this specific RSP procedure.",2026-05-04T07:27:51.379105+00:00,0,"Policies to improve EU’s business environment and competitiveness, business concerns related to regulatory burdens, and key sectoral challenges.. - The Commission provided an overview of ongoing initiatives aimed at improving the business environment and the EU’s competitiveness, while maintaining EU standards on health, sustainability, and environmental protection. The relevance of the upcoming Clean Industrial Deal and the Competitiveness C",2025-01-27,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,8d88fed5-3fc9-4a04-bb8e-6ded5d2c1a89,wrong,wrong_version,"auto:Meeting discusses MiFIR/MiFID review broadly; procedure 2018/0047 is about SME growth markets amendment, not the review.",2026-05-04T07:27:51.379105+00:00,0,Capital Markets Union; review of the Markets in Financial Instruments Regulation and Directive,2021-11-16,2018/0047(COD),Markets in financial instruments,0.9,,,,,,,commission
,procedure,3bca37b3-0169-4b2f-a3c7-152b7d9c7f62,correct,,auto:Meeting explicitly lists Digital Services Act as a topic.,2026-05-04T07:27:51.379105+00:00,0,"-	Free flow of data
-	Digital Services Act
-	Digital Markets Act
-	Transatlantic cooperation in the field of technologies",2020-12-23,2020/0361(COD),Digital Services Act,0.9,,,,,,,commission
,procedure,dcee08d5-4fd0-40ae-ad87-38aa7c94afcd,correct,,auto:Meeting explicitly discusses Energy Taxation Directive proposal under Fit-for-55.,2026-05-04T07:27:51.379105+00:00,0,"To discuss the position of Rolls Royce on the EC proposals in the context of green shipping topics, in particular Fit-for-55 proposals, FuelEU Maritime and Energy Taxation Directive.",2021-11-22,2021/0213(CNS),Restructuring the Union framework for the taxation of energy products and electricity (recast),0.9,,,,,,,commission
,procedure,db73a18e-0220-4647-8aa8-bc70e3744c49,wrong,too_generic,auto:Meeting mentions Pay Transparency only in passing; main focus is minimum wages directive and broader social affairs.,2026-05-04T07:27:51.379105+00:00,0,"EU social affairs and competitiveness. - The Confederation of Finnish Industries highlighted the Nordic model of social dialogue and the flexibility in the Directive on minimum wages. The Commission echoed the positive role of the Directive, including for collective bargaining.
- The Confederation conveyed concerns about the Pay Transpar",2025-11-11,2021/0050(COD),Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women through pay transparency and enforcement mechanisms,0.9,,,,,,,commission
,procedure,b0cba8b1-53bf-4cbd-b05a-7fe731ea1ca7,correct,,auto:Meeting explicitly discusses the 28th regime among capital access topics.,2026-05-04T07:27:51.379105+00:00,0,"Exchange on access to capital for startups in the EU. Discussion on improving access to capital for EU startups (including the Scaleup Europe Fund, TIBI initiative, 28th regime, and European Innovation Act) and tackling barriers that prevent asset managers from efficiently channelling investment to Europe’s innovative companies.",2025-09-23,2025/2079(INL),The 28th Regime: a new legal framework for innovative companies,0.9,,,,,,,commission
,procedure,54dae7b4-1546-4bc0-bae9-5ebfde88fe29,correct,,auto:Meeting explicitly discusses the Clean Industrial Deal and its implementation.,2026-05-04T07:27:51.379105+00:00,0,"Industrial Policy, Buy European. JDC shared their positive perspectives on the Clean Industrial Deal, emphasizing that successful implementation, also of sector-specific plans, is now key. - Additionally, JDC presented ideas and reflections on a potential Buy European approach in public and private procurement, offering insights in",2025-04-29,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,8009e14d-019b-4597-8bc5-152d60b6e116,wrong,wrong_version,"auto:Meeting references the Public Procurement Directive (legislative), but procedure 2024/2103(INI) is a non-legislative own-initiative report, not the directive itself.",2026-05-04T07:27:51.379105+00:00,0,"Public Procurement Directive, European elections",2024-01-10,2024/2103(INI),Public procurement,0.9,,,,,,,lobbying
,procedure,272f647a-de42-4aca-98f5-23f662cf0124,correct,,"auto:Meeting explicitly discusses CBAM, matching the procedure.",2026-05-04T07:27:58.015258+00:00,0,"Emissions Trading System (ETS), Carbon Border Adjustment Mechanism (CBAM)",2021-04-26,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,commission
,procedure,7ae2b5bf-da7e-47ad-95d1-e699c5298c38,wrong,unrelated_topic,"auto:Meeting is about wind energy and Green Deal/Biodiversity, not specifically the European Climate Law.",2026-05-04T07:27:58.015258+00:00,0,"To discuss future developments of wind energy in Europe, relating  to European Green Deal, Biodiversity Strategy and circular economy",2020-05-14,2020/0036(COD),Establishing the framework for achieving climate neutrality and amending Regulation (EU) 2018/1999 (European Climate Law),0.9,,,,,,,commission
,procedure,31c15b21-518f-4ee8-a30f-2578d0516880,correct,,auto:Meeting discusses the next MFF (2028-2034) explicitly.,2026-05-04T07:27:58.015258+00:00,0,Discussion on the Competitiveness Fund in the context of the next MFF. Business Europe enquired on the EU competitiveness Fund and the research and development financing within the next MFF. Business Europe shared its views on competitiveness priorities and called for further simplification.,2025-05-27,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,commission
,procedure,8056ad68-f544-4013-9e0f-abd3fb561453,correct,,"auto:Meeting directly addresses military mobility, matching the INI file.",2026-05-04T07:27:58.015258+00:00,0,Military mobility. Meeting with management staff of Lithuanian railways holding - LTG Group to discuss the challenges to military mobility logistics,2025-07-14,2025/2090(INI),Military mobility,0.9,,,,,,,commission
,procedure,d6806673-bd72-47cc-86a8-2ad6eafd7134,correct,,auto:EDIP and European defence are explicitly the subject.,2026-05-04T07:27:58.015258+00:00,0,EDIP e Difesa Europea,2024-10-02,2024/0061(COD),European Defence Industry Programme and framework of measures to ensure the timely availability and supply of defence products (‘EDIP’),0.9,,,,,,,lobbying
,procedure,142c8ee0-d09e-4bb8-890f-e454c17f863b,correct,,auto:Data Governance Act is explicitly listed as a topic.,2026-05-04T07:27:58.015258+00:00,0,"Presentation of Sopra Steria, AI Act, Data Act, Data Governance Act.",2022-09-06,2020/0340(COD),European data governance (Data Governance Act),0.9,,,,,,,commission
,procedure,ed860223-3bd3-49b0-abde-11a307d1c439,correct,,"auto:FiDA is explicitly mentioned, matching Framework for Financial Data Access.",2026-05-04T07:27:58.015258+00:00,0,"Discussions focused on the state of asset management in France and in the EU.. - Market integration and supervision package
- Savings and investments union strategy
- RIS
- FiDA Conclusions:",2025-12-08,2023/0205(COD),Framework for Financial Data Access,0.9,,,,,,,commission
,procedure,110ff4b0-5028-4658-99c7-04d6a2cdce36,correct,,auto:Discussion on EU tech sovereignty and digital governance aligns with the INI report topic.,2026-05-04T07:27:58.015258+00:00,0,"Discussion on the new geopolitical landscape and the need for EU tech sovereignty. A presentation was given, followed by Q&A, focusing on the models of governance for the digital sector, the possible options for alignment and the risks & consequences of misalignment. Impact on the EU competitiveness agenda was also discussed.",2025-03-20,2025/2007(INI),European technological sovereignty and digital infrastructure,0.9,,,,,,,commission
,procedure,2658593d-5738-4b74-a3a1-f3f50a08df1e,correct,,"auto:Meeting discusses upcoming EU nature restoration targets, matching the procedure.",2026-05-04T07:27:58.015258+00:00,0,the upcoming EU nature restoration targets,2021-10-04,2022/0195(COD),Nature restoration,0.9,,,,,,,commission
,procedure,e0910e3e-3e34-4082-92ca-1beda3c41c26,correct,,auto:RAMM is explicitly the subject of the meeting.,2026-05-04T07:27:58.015258+00:00,0,Asylum and Migration Management Regulation (RAMM),2021-03-12,2020/0279(COD),"Asylum and migration management, amending Regulations (EU) 2021/1147 and (EU) 2021/1060 and repealing Regulation (EU) No 604/2013",0.9,,,,,,,lobbying
,procedure,5c963b6c-4647-4a85-888d-5be27664d48f,correct,,auto:Meeting explicitly discusses the European Competitiveness Fund regulation.,2026-05-04T07:28:04.233796+00:00,0,Discussion on the proposed Regulation establishing the European Competitiveness Fund (ECF),2026-01-23,2025/0555(COD),European Competitiveness Fund,0.9,,,,,,,lobbying
,procedure,acca2698-d1bf-484d-be56-baf69fe39ba9,correct,,auto:EU AI Act directly refers to this procedure.,2026-05-04T07:28:04.233796+00:00,0,The EU AI Act,2021-09-30,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,lobbying
,procedure,a73d11e4-31f8-47b8-95a1-5c1edbbdf10f,correct,,auto:Meeting explicitly discusses the Digital Services Act.,2026-05-04T07:28:04.233796+00:00,0,"Digital Services Act, gatekeeper platforms regulation",2020-09-18,2020/0361(COD),Digital Services Act,0.9,,,,,,,commission
,procedure,a09b658c-a0d8-4974-b23e-f48570ef14eb,wrong,too_generic,"auto:Meeting is about energy efficiency in buildings generally, not specifically the Energy Efficiency Directive amendment.",2026-05-04T07:28:04.233796+00:00,0,Maximising the energy efficiency potential of the EU building stock,2020-05-05,2016/0376(COD),Energy efficiency,0.9,,,,,,,lobbying
,procedure,a266d007-5cf6-40b4-8215-31ac23d6d4a0,correct,,auto:PSD3 is the payment services revision matching this procedure.,2026-05-04T07:28:04.233796+00:00,0,"The meeting discussed about PSD3 framework, European harmonisation of digital asset management and FIDA were also debated together with the Retail Payments and the European Payment Sovereignty.. - PSD3
- FIDA",2025-07-11,2023/0210(COD),Payment services in the internal market,0.9,,,,,,,commission
,procedure,7dcade61-432b-4744-a5c6-383af2e9628b,correct,,auto:Meeting explicitly discusses the digital euro project.,2026-05-04T07:28:04.233796+00:00,0,Digital euro and simplification. Participants exchanged views on the digital euro project and Commission’s simplification agenda.,2025-09-18,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,49013551-d1f2-4fd6-a85e-02bcc47ea5aa,correct,,auto:New genomic techniques legislation directly matches this procedure.,2026-05-04T07:28:04.233796+00:00,0,New genomic techniques legislation,2023-03-22,2023/0226(COD),Plants obtained by certain new genomic techniques and their food and feed,0.9,,,,,,,lobbying
,procedure,0ab83036-6b54-4325-b251-34ee93b59905,correct,,auto:Title matches the procedure exactly.,2026-05-04T07:28:04.233796+00:00,0,Regulation on preventing the dissemination of terrorist content online,2019-11-14,2018/0331(COD),Preventing the dissemination of terrorist content online ,0.9,,,,,,,lobbying
,procedure,fa1f2490-3a6c-45c4-88f2-78e86349e3cd,correct,,auto:Review of Consumer Credits Directive matches this procedure.,2026-05-04T07:28:04.233796+00:00,0,Discussed the review of Consumer Credits Directive,2022-02-02,2021/0171(COD),Consumer credits,0.9,,,,,,,lobbying
,procedure,adc9914d-3068-4b57-a71c-8fbb05bd7bd7,wrong,unrelated_topic,"auto:Meeting is primarily about batteries regulation, not the automotive action plan resolution specifically.",2026-05-04T07:28:04.233796+00:00,0,"Regulations on batteries. - The representatives welcomed the EU’s commitment to strengthen European battery production through the Strategic dialogue and Action Plan for the automotive industry.
- They called for local content requirements under legislation pertaining to the production of batteries within the EU.
- They outl",2025-06-12,2025/2591(RSP),Action Plan for the Automotive Industry,0.9,,,,,,,commission
,procedure,c1f7212a-ce6d-4bb8-a484-098a9ebfff05,correct,,auto:Meeting explicitly lists Clean Industrial Deal as a discussion topic.,2026-05-04T07:28:10.873002+00:00,0,"Clean Industrial Deal, the Bioeconomy Strategy, the Action Plan for Affordable Energy, the Circular Economy Act, and the Omnibus proposal.",2025-04-08,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,lobbying
,procedure,0c72e175-ed65-4ec4-b2ad-84c0b20670fd,correct,,auto:Meeting topic directly matches the SEP regulation procedure.,2026-05-04T07:28:10.873002+00:00,0,Licensing of standard essential patents,2023-03-22,2023/0133(COD),Standard essential patents,0.9,,,,,,,commission
,procedure,f163dd37-98fd-42af-8e32-9ce8525ac416,correct,,auto:EU taxonomy meeting corresponds to the sustainable investment framework regulation.,2026-05-04T07:28:10.873002+00:00,0,EU taxonomy for sustainable activities,2021-01-29,2018/0178(COD),Establishment of a framework to facilitate sustainable investment,0.9,,,,,,,commission
,procedure,603a92ac-10ca-4a31-8d1f-9a44068e090a,correct,,auto:Meeting explicitly discusses the Clean Industrial Deal as a main point.,2026-05-04T07:28:10.873002+00:00,0,"Discussion on the potential of Fusion energy for Europe’s decarbonisation.. - The representative of Proxima Fusion presented the company.
- The main discussion points were the Clean Industrial Deal, EU R&D policy and the challenges startups and scaleups face in the EU, and in particular permitting and access to finance were identified as areas were progress had to be delive",2025-06-24,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,6b65b3dc-1e39-43d2-9b90-87502c8eb02a,correct,,auto:Meeting on digital euro directly matches the digital euro establishment procedure.,2026-05-04T07:28:10.873002+00:00,0,"EU payment system, digital means of payment and the digital euro.",2023-05-11,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,9910cb25-bae1-424a-af99-8afe92ed3c92,correct,,auto:CSDDD meeting matches the Corporate Sustainability Due Diligence procedure.,2026-05-04T07:28:10.873002+00:00,0,Corporate Sustainability Due Diligence Directive (CSDDD),2023-06-07,2022/0051(COD),Corporate Sustainability Due Diligence,0.9,,,,,,,commission
,procedure,410cfe00-4384-4052-8a30-eeb027031885,correct,,auto:Meeting explicitly discusses the Clean Industrial Deal.,2026-05-04T07:28:10.873002+00:00,0,"COP30 & CID. European Climate Foundation presented their expectations for COP30, the EU's bilateral diplomatic outreach and the key milestones until Belem. - The two sides exchanged about the Clean Industrial Deal and its international angle.",2025-04-28,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,27d022e7-2d3b-419d-a9f6-bc12ca07493e,correct,,auto:Meeting is specifically about implementation of the DSA.,2026-05-04T07:28:10.873002+00:00,0,"Presentation of the work of out-of-court dispute settlement bodies under the Digital Services Act. - The attending group of certified out-of-court dispute settlement (‘ODS’) bodies and candidates for certification (‘attendees’) asked for this meeting to present their first experiences with reviewing content moderation decisions under the Digital Services Act (‘DSA’).
- The attendees are organized",2025-02-06,2020/0361(COD),Digital Services Act,0.9,,,,,,,commission
,procedure,32ef3bc8-b896-4c6a-af4f-3649a156a326,correct,,auto:Meeting explicitly discusses the European Climate Law and 2040 target.,2026-05-04T07:28:10.873002+00:00,0,"Energy communities, Innovation Fund, European Climate Law. Wishes to recognize energy communities and broaden scope of Innovation Fund to include social innovation. - Gave their opinion on the position of energy communities in the context of energy proposals, to be part of the broader strategies. - Asked information and gave their opinion on the 2040 target",2025-06-12,2020/0036(COD),Establishing the framework for achieving climate neutrality and amending Regulation (EU) 2018/1999 (European Climate Law),0.9,,,,,,,commission
,procedure,8257df72-e9d0-42a3-b9fe-0b40f891c1d4,wrong,too_generic,"auto:28th regime is mentioned only as one of several upcoming initiatives in a broad portfolio overview, not substantively discussed.",2026-05-04T07:28:10.873002+00:00,0,"Exchange of views on Commissioner’s portfolio and WEF Europe programme. - Discussion on promoting the protection of democracy, rule of law, justice, consumers, and how to make more space for these topics in the Forum’s agenda.
- State of play on upcoming initiatives, such as the Democracy Shield, Digital Fairness Act and the 28th regime.",2025-01-23,2025/2079(INL),The 28th Regime: a new legal framework for innovative companies,0.9,,,,,,,commission
,procedure,51361837-57a1-4c19-8264-d34e69ef979d,wrong,wrong_version,"auto:The 2021 meeting likely discusses the new 2020/0322(COD) cross-border health threats regulation, not the older 2011 file.",2026-05-04T07:28:18.151390+00:00,0,Regulation on serious cross-border threats to health,2021-03-26,2011/0421(COD),Serious cross-border threats to health,0.9,,,,,,,lobbying
,procedure,53ae45df-d32c-451a-854c-baef76e5931d,wrong,too_generic,"auto:The meeting broadly covers competitiveness and industrial policy with only a passing mention of Euro 7 norms, not focused discussion of the specific procedure.",2026-05-04T07:28:18.151390+00:00,0,"Compétitivité et politique industrielle. - Les constructeurs ont rappelé l’importance stratégique de la Slovaquie dans la production automobile européenne, avec des sites majeurs à Bratislava.
- Préoccupation commune sur les coûts de l’énergie, la pression concurrentielle internationale et l’impact des normes européennes (CO₂, Euro 7).
- D",2025-11-03,2022/0365(COD),Type-approval of motor vehicles and engines with respect to their emissions and battery durability (Euro 7),0.9,,,,,,,commission
,procedure,fd6b6c12-f281-4343-8ccd-d02f95922bb9,correct,,auto:PPWR explicitly refers to the Packaging and Packaging Waste Regulation procedure.,2026-05-04T07:28:18.151390+00:00,0,circular economy package and PPWR,2022-11-23,2022/0396(COD),Packaging and packaging waste,0.9,,,,,,,commission
,procedure,a90d25f9-b050-4e5e-96ec-8c649a1badfe,correct,,auto:The meeting explicitly discusses the Digital Services Act.,2026-05-04T07:28:18.151390+00:00,0,"Digital Markets Act and Digital Services Act, Artificial Intelligence",2021-04-08,2020/0361(COD),Digital Services Act,0.9,,,,,,,commission
,procedure,3371c209-54b9-4394-966b-0b78002eb796,correct,,auto:The meeting directly addresses the revision of the Package Travel Directive matching this procedure.,2026-05-04T07:28:18.151390+00:00,0,Revision of the EU Package Travel Directive,2025-10-14,2023/0435(COD),Package travel and linked travel arrangements: make the protection of travellers more effective and simplify and clarify certain aspects,0.9,,,,,,,lobbying
,procedure,a09b65e0-324d-4ad9-80f0-cb69253fa416,correct,,auto:Meeting explicitly names the Digital Services Act.,2026-05-04T07:28:18.151390+00:00,0,"Digital Services Act, Digital Markets Act",2021-11-29,2020/0361(COD),Digital Services Act,0.9,,,,,,,commission
,procedure,ede5330d-9e6b-4589-bff1-3bfdc9240bd7,correct,,auto:The meeting explicitly addresses the AFIR revision matching this procedure.,2026-05-04T07:28:18.151390+00:00,0,"To to discuss the ‘Fit for 55’ Package and, more specifically the proposed revision of the Alternative Fuels Infrastructure Regulation",2022-01-25,2021/0223(COD),Alternative Fuels Infrastructure Regulation,0.9,,,,,,,lobbying
